product,field,platform,location,homepage,establish_time,round,project_status,status,tags,description,contact,leadership,logo_url,url,company_name,brief_intro
酷云互动,信息技术,平台：其他,坐标：北京市,官网：www.kuyun.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：不详,视频广告营销图像视频直播行业及技术解决方案,酷云互动是一家电视广告服务提供商，通过对电视视频内容的实时视频采集以及图像声纹模式识别技术，为电视终端厂商提供增强电视解决方案，为电视用户在收看电视直播场景中提供节目竞猜互动、商品推荐、信息增强、交互式广告、个性化节目推荐等服务。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@055009.jpg,http://www.newseed.cn/project/18656,北京酷云互动科技有限公司,酷云互动是一家电视广告服务提供商，通过对电视视频内容的实时视频采集以及图像声纹模式识别技术，为电视终端厂商提供增强电视解决方案，为电视用户在收看电视直播场景中提供节目竞猜互动、商品推荐、信息增强、交互式广告、个性化节目推荐等服务。
中天嘉华,房产金融,平台：WEB,坐标：北京市,官网：www.jhlc.cn,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,中天嘉华是一个第三方财富管理机构，以“理财精品店”的服务模式，帮助客户进行综合的资产配置。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@065926.jpg,http://www.newseed.cn/project/18351,北京中天嘉华理财顾问有限公司,中天嘉华是一个第三方财富管理机构，以“理财精品店”的服务模式，帮助客户进行综合的资产配置。
深圳泰久科技,信息技术,平台：WEB,坐标：深圳市,官网：www.mopon.cn,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,游戏硬件O2O/本地生活电子商务行业及技术解决方案,深圳泰久信息是一家移动电子商务和移动支付解决方案提供商，拥有完全知识产权端到端的全套软、硬件移动O2O产品线的企业。公司日前获得上亿元C轮投资，深圳市六和泰投资、达晨创投等参与投资。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150611@010444.jpg,http://www.newseed.cn/project/17961,深圳市泰久信息系统有限公司,"深圳泰久信息是一家移动电子商务和移动支付解决方案提供商，拥有完全知识产权端到端的全套软、硬件移动O2O产品线的企业。
泰久重点服务于传统服务型行业，如电影院线、旅游、银行行业的顶级客户，为其提供O2O解决方案和服务，旗下“智慧影院”产品线已经成为中国近半数电影院线的电商云平台，是中国最大的电影院线SaaS云服务提供商。"
真旅网,旅游,平台：WEB,坐标：上海市,官网：www.travelzen.com,成立时间：不详,"C轮,6亿,人民币,融资完成",立即认领,运营状态：正在运营,旅游综合服务,真旅网是一家旅游OTA服务商，提供机票、酒店、线路等预订服务，隶属于上海长寿旅行社有限公司。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@073034.jpg,http://www.newseed.cn/project/18593,上海长寿旅行社有限公司,真旅网是一家旅游OTA服务商，提供机票、酒店、线路等预订服务，隶属于上海长寿旅行社有限公司。
安诺优达,医疗健康,平台：WEB,坐标：北京市,官网：www.annoroad.com,成立时间：不详,"C轮,7亿,人民币,融资完成",立即认领,运营状态：正在运营,,安诺优达是一家临床细胞分子遗传学医疗检测机构，专注于将新一代基因组学技术在人类医学和生命科学研究领域的产业化开发和应用。,,,http://pic.pedaily.cn/newseed/projectlogo/201507/20150707@150841.jpg,http://www.newseed.cn/project/38159,安诺优达基因科技（北京）有限公司,安诺优达是一家临床细胞分子遗传学医疗检测机构，专注于将新一代基因组学技术在人类医学和生命科学研究领域的产业化开发和应用。
点掌财经,信息技术,"平台：WEB,其他,移动应用",坐标：上海市,官网：www.aniu.tv,成立时间：2009-10-27,"C轮,5000万,人民币,需要融资",约谈,运营状态：正在运营,人工智能大数据互联网金融,点掌财经以互联网金融信息服务为基础，打造聚合亿级社交金融用户入口的专业财经新媒体平台，为渠道提供客观、准确、及时、丰富的财经视频内容，为投资者提供可视、可读、可互动、可追溯的财经与金融服务，并发展成为传播正能量、引导正确投资理念、融合文化与科技金融为一体的代表性金融信息平台。点掌财经设有四个频道、一个智能投资服务平台，用户可享受及时、专业的一站式金融信息及智能投资服务：（1）财经视频。用户可以24小时观看实时财经视频，由300多位财经专家提供实时市场分析，并有专业服务团队提供精心生产的视频快讯和热度新闻解读，使平台有效地获取流量。加入VIP，可获得回看、点播、优先向专家提问以等服务。通过平台利用大数据技术、智能技术及独有的估值分析模型所开发的智能投研和舆情系统，VIP用户可获得对国内A股市场3000多家上市公司的深度投资数据、证券舆情解析等服务。（2）砖家团。是平台的财经互动社区，在增强用户黏性、提高平台活跃度、满足用户的金融社交需求方面独具特色。社区内用户与用户、用户与专家可以采用文字、声像等方式进行互动和学习，具有发表见解、付费阅读、打赏、点赞与点踩、比赛、人气排行、业绩排行等功能。平台使用大数据技术分类聚合，实现可追溯的数据信息服务，让注册“砖家”的历史表现一目了然，独特的社区管理模式已使超百位草根明星脱颖而出，成长为真正的专家。（3）牛金大学。为针对投资者教育需求所开发的在线理财培训服务。用户可以在线接受证券投资专家的市场知识、投资技术、理财理念等专业指导。平台根据大数据对用户实行科学分类，针对初、中、高级用户精准提供课程，效果显著。二年来，平台已生产理财培训课程超过1000小时，累计20余万人次购买。（4）相约大咖。本频道提供顶级财经专家、行业大咖、资深私募的访谈以及峰会论坛视频，同时还为创业项目提供公益性视频路演服务、创业指导服务等。平台在为用户提供高视野和开放性信息服务的同时，也创造了良好的社会效益。智投服务平台，可使用户全面、便捷地获得一站式智能投资服务。基于十年人工智能技术于金融领域的应用开发，金融服务平台自主推出智能投顾、基金智投、问股票、智能营销小秘书、智能客服机器人等智能投资产品和服务模式，在点掌财经平台的依托下，成为国内财经新媒体与智能投资融合发展的领先者。,点掌传媒,毛羽董事长廖芳常务总裁顾远洋执行总裁申成日高级总裁王晓敏董事会秘书,http://www.newseed.cn/upload2/fund/project/logo/201708/ebbc94f9-cb3a-4f3a-a362-427d63ad1882.jpg,http://www.newseed.cn/project/60616,上海点掌文化传媒股份有限公司,"上海点掌文化传媒股份有限公司成立于2009年10月27日，注册资本1212万人民币，注册地上海市普陀区曹杨路500号1101室，主要从事财经类电视节目的制作、发行。2013年9月在上海股权托管交易中心挂牌，代码200143。是上海高新技术企业。公司自建了两个专业财经演播室，通过与左安龙、钱启敏、蔡钧毅等300多位知名证券分析师、投资顾问的合作，制作每天9.5小时每周7天的直播节目（阿牛直播），并通过PC、安卓、IOS、电视、微网站、OTT、IPTV等多个渠道同步播放并实时互动，并向注册用户提供VIP会员、牛金大学、砖家团、牛客觅、私募圈等服务。
公司2014年4月完成天使轮融资，引入了战略投资人。2015年4月公司完成A 轮融资，由毅达资本旗下的紫金文化基金领投。"
金斧子,房产金融,平台：WEB,坐标：深圳市,官网：www.jinfuzi.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,金斧子是一个在线理财服务平台，提供理财产品和金融服务的搜索、对比、查找、咨询，以帮助投资者找到最合适的理财产品和最优质的理财服务。公司日前获得5000万美元B轮投资，人人公司领投、红杉资本跟投。,,,http://pic.pedaily.cn/newseed/project/20150707/20150707180714774.jpg,http://www.newseed.cn/project/18098,深圳市金斧子网络科技有限公司,深圳市金斧子网络科技有限公司是金斧子（www.jinfuzi.com）隶属公司。2012年7月创立于深圳，是全国领先的综合性独立第三方在线理财搜索平台，金斧子是一个在线理财服务平台，提供理财产品和金融服务的搜索、对比、查找、咨询，以帮助投资者找到最合适的理财产品和最优质的理财服务。
商米V1、商米M1、商米T1、商米P1,硬件,平台：硬件,坐标：上海市,官网：www.sunmi.com,成立时间：2017-10-25,"C轮,1.2345亿,人民币,需要融资",约谈,运营状态：正在运营,大数据移动互联网互联网餐饮,商米科技是一家专注于智能商用硬件领域的科技创新型企业，同时也是唯一聚焦智能商业的小米生态链企业。怀揣着“做实用的智能商用科技产品，让每个商户都享受到科技的便利”的初心，在1年多时间内，商米已经成为商业解决方案中知名的创新类品牌。除了智能硬件外，商米内置的应用市场已有2130个商业应用（截至2017年8月7日），基本覆盖了外卖，收银，供应链，餐饮，零售，税控，支付等全商业环境下的场景覆盖，下载量突破180万，是全球最大的商业类应用市场。,新芽网友780964,周燕娜市场经理,http://www.newseed.cn/upload2/fund/project/logo/201708/15fe918b-045e-4b7c-947f-65d4b5479f3d.jpg,http://www.newseed.cn/project/60434,上海商米科技有限公司,"商米科技是一家专注于智能商用硬件领域的科技创新型企业，同时也是唯一聚焦智能商业的小米生态链企业。
怀揣着“做实用的智能商用科技产品，让每个商户都享受到科技的便利”的初心，在1年多时间内，商米已经成为商业解决方案中知名的创新类品牌。
除了智能硬件外，商米内置的应用市场已有2130个商业应用（截至2017年8月7日），基本覆盖了外卖，收银，供应链，餐饮，零售，税控，支付等全商业环境下的场景覆盖，下载量突破180万，是全球最大的商业类应用市场。"
合润传媒,社交,平台：不详,坐标：北京市,官网：www.herunmedia.cn,成立时间：不详,"C轮,1.04亿,人民币,融资完成",立即认领,运营状态：不详,,百合网是一家婚恋交友服务网站，北京百合在线科技有限公司旗下。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@034800.jpg,http://www.newseed.cn/project/18520,北京合润德堂文化传媒股份有限公司,合润传媒成立于2007年，主要从事品牌内容营销平台的搭建与销售。公司目前主导业务是影视剧品牌内容广告（植入广告）、品牌内容整合营销（线下推广）、品牌内容公关（影视剧宣传推广）三部分。公司以电影、电视剧、电视栏目内容为主要平台，逐步延展到互联网、3G、户外新媒体等内容领域，为品牌客户提供依托内容传播的广告、公关、营销整体解决方案。目前，合润传媒已为蒙牛、伊利、金龙鱼、金六福、平安保险、匹克运动服饰、通用汽车、诺基亚、舒蕾等四十多个国际国内知名品牌操作了在《我的青春谁做主》、《我是老板》等热播电视剧中的品牌内容营销。
敦煌网DHgate,生活消费,平台：不详,坐标：北京市,官网：www.dhgate.com,成立时间：不详,"C轮,3000万,美元,融资完成",立即认领,运营状态：不详,,融道网是一个实名制网上融资贷款对接平台，帮助资金供给双方实现快速、精准地对接。上海融道网金融信息服务有限公司旗下网站。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@120512.jpg,http://www.newseed.cn/project/18368,北京敦煌禾光信息技术有限公司,北京敦煌禾光信息技术有限公司运营的敦煌网是一个聚集中国众多中小供应商的产品，为国外众多的中小采购商有效提供采购服务的全天候国际网上批发交易平台。敦煌网融合电子商务和传统的国际贸易，为国际贸易的操作提供专业有效的信息流、安全可靠的资金流、快捷简便的物流等服务。
爱点击iClick,硬件,平台：不详,坐标：香港,官网：www.i-click.asia,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：不详,,FunPark是一个软硬件结合的儿童互动教育平台，提供FunPark童书梦工场等。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@031257.jpg,http://www.newseed.cn/project/18610,爱点击亚洲互动传媒有限公司,爱点击亚洲互动传媒有限公司是东南亚及大中华区以成效为服务收费基础的网上广告代理公司，总部设于香港。iClick结合领先的自主研发的优化技术及专业的客户服务，为广告客户提供一系列能确保广告投放成效的网上广告和搜索方案。
果壳网,教育培训,平台：不详,坐标：北京市,官网：www.guokr.com,成立时间：不详,"C轮,2000万,美元,融资完成",立即认领,运营状态：不详,,扇贝网是一个专业的社会化单词及外语学习平台，其前身为一起背单词(17bdc.com)。南京贝湾教育科技有限公司旗下产品。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@125742.jpg,http://www.newseed.cn/project/18708,北京果壳互动科技传媒有限公司,果壳传媒是一家致力于面向公众倡导科技理念、传播科技内容的企业。公司注册于2009年1月，原名北京一群松鼠文化传播有限公司，是著名科普公益项目“科学松鼠会”的实体支持机构。2010年5月，公司更名为北京果壳互动科技传媒有限公司。在公司创始人兼CEO姬十三带领的专业团队努力下，果壳传媒现拥有果壳网（Guokr.com）和果壳阅读两个品牌。果壳传媒还致力于为企业量身打造科技价值传播方案，输出面向大众的科技传播内容。我们曾为通用汽车、通用电气、宝洁、欧莱雅、奥迪、索尼等品牌提供服务。
英语流利说,教育培训,平台：WEB,坐标：上海市,官网：www.liulishuo.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@062806.jpg,http://www.newseed.cn/project/21941,上海流利说信息技术有限公司,流利说是一款手机上的英语口语学习应用，隶属于上海流利说信息技术有限公司。
航班管家,信息技术,平台：WEB,坐标：北京市,官网：www.133.cn,成立时间：不详,"C轮,9.33亿,人民币,融资完成",约谈,运营状态：正在运营,,,姜佳靖,姜佳靖员工,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@072542.jpg,http://www.newseed.cn/project/22464,北京市活力天汇科技有限公司,北京市活力天汇科技是一家移动互联网开发商，旗下产品有航班管家、冒泡、接机大屏幕等。
PPS,文化娱乐,平台：WEB,坐标：上海市,官网：www.pps.tv,成立时间：不详,"C轮,2000万,美元,融资完成",立即认领,运营状态：正在运营,,,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@050822.jpg,http://www.newseed.cn/project/28630,上海众源网络有限公司,PPS（PPStream）是一家集P2P直播、点播于一身的网络电视和视频服务商，上海众源网络有限公司旗下，2013年被百度收购。
成都极米科技,硬件,平台：WEB,坐标：成都市,官网：www.xgimi.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@061326.jpg,http://www.newseed.cn/project/29361,成都市极米科技有限公司,成都极米科技（此前叫几米科技）是一家智能微投创新企业，产品包括极米云影电视、智能投影设备等。
快方送药,医疗健康,平台：WEB,坐标：北京市,官网：www.kfyao.com,成立时间：不详,"C轮,6000万,人民币,融资完成",立即认领,运营状态：正在运营,,,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@123246.jpg,http://www.newseed.cn/project/32368,N/A,
Gogoro,硬件,平台：WEB,坐标：台湾,官网：www.gogoro.com,成立时间：不详,"C轮,3亿,美元,融资完成",立即认领,运营状态：正在运营,,,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@043554.jpg,http://www.newseed.cn/project/33215,BitX,BitX是一个跨国比特币平台，总部位于新加坡，主要为东南亚和非洲等新兴市场提供钱包、交易所和商户对接服务。
好大夫在线,医疗健康,平台：WEB,坐标：北京市,官网：www.haodf.com,成立时间：不详,不详,立即认领,运营状态：正在运营,电子商务,WholePort是一个主打外贸的手工艺辅料电商网站。,,,http://pic.pedaily.cn/newseed/project/20150817/20150817170439516.jpg,http://www.newseed.cn/project/16902,互动峰科技（北京）有限公司,WholePort是一个主打外贸的手工艺辅料电商网站。
Boss直聘-看准网,企业服务,平台：WEB,坐标：北京市,官网：www.bosszhipin.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@024249.jpg,http://www.newseed.cn/project/32967,北京华品博睿网络技术有限公司,"看准网是企业点评、雇主品牌展示和员工分享平台。建立于2008年11月，曾用名""分智网""。截止至2014年6月，共积累127万家公司，拥有4270万注册用户，超过1300万条UGC信息，日均UV140万，PV2000万。"
BioNano Genomics,医疗健康,平台：WEB,坐标：美国,官网：www.bionanogenomics.com,成立时间：不详,"C轮,5300万,美元,融资完成",立即认领,运营状态：正在运营,,,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150616@025319.jpg,http://www.newseed.cn/project/36504,BioNano Genomics,BioNano Genomics 成立于2003年，是一家关注基因影像与分析技术的公司，可以针对基因及其相关的肽和蛋白质层面的结构进行相关分析。
理财范,房产金融,平台：WEB,坐标：北京市,官网：www.licaifan.com,成立时间：2014-01,"C轮,3.3亿,人民币,融资完成",立即认领,运营状态：正在运营,,理财范是一家为中小企业提供P2B模式的投资贷款和理财网站，为中小企业提供迅捷、低成本的直接融资渠道。北京网融天下金融信息服务有限公司旗下。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@061341.jpg,http://www.newseed.cn/project/29364,北京网融天下金融信息服务有限公司,理财范是一家为中小企业提供P2B模式的投资贷款和理财网站，为中小企业提供迅捷、低成本的直接融资渠道。北京网融天下金融信息服务有限公司旗下。
微贷网,房产金融,平台：WEB,坐标：深圳市,官网：www.vipdai.cn,成立时间：不详,"C轮,10亿,人民币,融资完成",立即认领,运营状态：正在运营,,微贷网是一家P2P在线贷款服务网站，深圳淘润投资控股有限公司旗下。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@082205.jpg,http://www.newseed.cn/project/30749,N/A,
微链,社交,平台：WEB,坐标：杭州市,官网：www.welian.com,成立时间：2014-09,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,互联网,微链是一款专注于互联网创业的社交产品，致力于通过人与人的连接让创业变得更加简单有趣，与互联网创业有关的伙伴们可以在微链上享受自由且专注的交流。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150611@010038.jpg,http://www.newseed.cn/project/35651,N/A,
买单侠,房产金融,平台：WEB,坐标：上海市,官网：www.fenqi.im,成立时间：2014-03,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,消费金融金融科技,"买单侠是一家移动消费金融公司。旗下APP""买单侠""是一款面向蓝领人群的移动信用借款应用。上海秦苍信息科技有限公司旗下产品。",,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@084958.jpg,http://www.newseed.cn/project/33918,上海秦苍信息科技有限公司,"上海秦苍信息科技有限公司成立于2014年3月，所在地上海黄浦区是一家以提供互联网金融服务为主要业务的科技主导型单位。上海秦苍信息科技有限公司旗下的主要产品为：买单侠。""买单侠""是上海秦苍信息科技有限公司在微信平台上推出的一个公众服务号，用户可以在这个平台上获得手机购买咨询服务。"
Cyanogen,,平台：WEB,坐标：美国,官网：cyngn.com,成立时间：不详,"C轮,7000万,美元,融资完成",立即认领,运营状态：正在运营,,Cyanogen成立于2013年，是一家第三方安卓操作系统开发公司，该系统在个性化定制、交互以及敏捷性、电池寿命和安全等方面都具有明显优势,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150616@023038.jpg,http://www.newseed.cn/project/36206,Cyanogen,Cyanogen 成立于2013年，是一家第三方安卓操作系统开发公司，该系统在个性化定制、交互以及敏捷性、电池寿命和安全等方面都具有明显优势。
Aiming,游戏体育,平台：WEB,坐标：日本,官网：aiming-inc.com/en,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,游戏硬件游戏开发,Aiming成立于2011年5月，是日本一家手游开发公司，已经出版的产品包括：《侍道(BladeChronicle)》和PRG卡牌游戏《圣骑之王(LordofKnights)》等,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150616@025022.jpg,http://www.newseed.cn/project/36464,Aiming,Aiming  成立于2011年5月，是日本一家手游开发公司，已经出版的产品包括：《侍道(Blade Chronicle)》和PRG卡牌游戏《圣骑之王(Lord of Knights)》等。
Ring,硬件,平台：硬件,坐标：美国,官网：ring.com,成立时间：2011,"C轮,6120万,美元,融资完成",立即认领,运营状态：正在运营,,Ring为一家智能门铃初创公司。,,,http://pic2.pedaily.cn/newseed/project/201603/20160318145431397.jpg,http://www.newseed.cn/project/36510,Ring,Ring为美国一家智能门铃初创公司。
Airware,硬件,"平台：WEB,硬件",坐标：旧金山,官网：airware.com,成立时间：2011,"C轮,3000万,美元,融资完成",立即认领,运营状态：正在运营,无人机VR/AR行业及技术解决方案,Airware采用了主动出击的方式，通过与特定无人机及传感器的绑定，搭配上自己的OS+特定应用，组装成全套解决方案后出售给不同的客户，用CEOJonathanDowney的话来说，就是要做无人机的Windows+Office。,,,http://pic2.pedaily.cn/newseed/project/201604/20160401145521316.jpg,http://www.newseed.cn/project/49581,Airware,成立于 2011年 的 Airware 原先做的并不是无人机，而是无人机系统应用开发平台，可基于无人机芯片开发诸如路径优化导航、无人机空管系统等应用，以及开发逻辑板、制动器、传感器（同时也兼容市面上的各种传感器）等无人机控制组件。
出门问问,信息技术,平台：WEB,坐标：北京市,官网：chumenwenwen.com,成立时间：2012-10,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,“出门问问”是一款基于语音识别、语义理解技术，面向移动搜索领域的智能手机应用。用户只需通过语音用口语化的提问方式就可以搜索出有关于吃穿住行的服务。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@063109.jpg,http://www.newseed.cn/project/21971,北京羽扇智信息科技有限公司,北京羽扇智信息科技有限公司是一家提倡工程师文化和技术驱动的创业公司。 创始人李志飞是美国约翰霍普金斯大学计算机博士及自然语言处理专家，曾任 Google 美国总部科学家，从事机器翻译的研究和开发工作，发表过30余篇论文。 其他核心团队成员均是来自哈佛、马里兰、清华、交大等海内外知名高校的毕业博士生和研究生。
eGym,硬件,平台：WEB,坐标：德国,官网：my.egym.de/cms,成立时间：不详,"C轮,4500万,美元,融资完成",立即认领,运营状态：正在运营,办公软件,eGym是德国一家专门为健身房提供高科技健身设备和软件的技术公司，其产品包括电子化的健身器材、旨在提高训练效能的器械内置软件eGymPREMIUM、eGymTrainerApp以及eGym.de。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150616@035440.jpg,http://www.newseed.cn/project/37307,eGym,eGym 是德国一家专门为健身房提供高科技健身设备和软件的技术公司，其产品包括电子化的健身器材、旨在提高训练效能的器械内置软件eGym PREMIUM、 eGym TraineApp以及eGym.de。
PSafe,企业服务,平台：WEB,坐标：巴西,官网：www.psafe.com,成立时间：不详,"C轮,3000万,美元,融资完成",立即认领,运营状态：正在运营,办公软件,PSafe成立于2010年，是一家来自巴西的杀毒软件、安全技术服务商，目前用户超过3000万。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150616@035850.jpg,http://www.newseed.cn/project/37362,PSafe,PSafe成立于2010年，是一家来自巴西的杀毒软件、安全技术服务商，目前用户超过3000万。
Handy,生活消费,平台：WEB,坐标：纽约,官网：handy.travel/hk/sc,成立时间：2012,"C轮,5000万,美元,融资完成",立即认领,运营状态：正在运营,,Handy（曾用名Handybook）成立于2012年，联合创始人是OisinHanrahan（担任Handy的CEO）和UmangDua（担任Handy的COO），总部位于纽约，按需提供保洁和维修等服务，业务覆盖37个城市，包括29个美国最主要的大城市和加拿大及英国等国际市场的8个城市。,,,http://pic.pedaily.cn/newseed/project/20151103/20151103100306252.jpg,http://www.newseed.cn/project/22498,Handy,Handy（曾用名Handybook）成立于2012年，联合创始人是 Oisin Hanrahan（担任Handy的CEO）和Umang Dua（担任Handy的COO），总部位于纽约，按需提供保洁和维修等服务，业务覆盖37个城市，包括29个美国最主要的大城市和加拿大及英国等国际市场的8个城市。
VIPABC,教育培训,平台：WEB,坐标：北京市,官网：www.vipabc.com,成立时间：不详,"C轮,2亿,美元,融资完成",立即认领,运营状态：正在运营,媒体语言学习,VIPABC是全球首个365天、24小时真人在线英语教学服务机构。由美国硅谷技术团队研发创立，公司于2004年正式推出在线语言学习平台，通过自主研发的云技术资源整合和全球网络互动媒体服务，凭借专利的DCGS动态课程生成系统，随时随地、使用任意设备皆可学习的在线互动模式，汇集全球超过60个国家、80座城市的3000多位外籍顾问，以及超过1000人的技术和服务团队，为全世界学习者提供24小时全年无休的真人在线英语教学服务。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@090523.jpg,http://www.newseed.cn/project/23327,麦奇数位股份有限公司（TutorGroup）,TutorGroup是一个真人在线语言学习平台，旗下有VIPABC、TutorABCJr等英语学习平台。
芯联达科技,医疗健康,平台：WEB,坐标：北京市,官网：www.sinldo.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,健康保健,芯联达科技（北京）有限公司是一家移动医疗科技研发与应用服务企业，为各级医疗机构、家庭、个人搭建移动医疗和移动健康服务平台，产品有数字化病房、医生移动工作站等。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@073004.jpg,http://www.newseed.cn/project/22512,芯联达科技（北京）有限公司,芯联达科技（北京）有限公司是一家移动医疗科技研发与应用服务企业，为各级医疗机构、家庭、个人搭建移动医疗和移动健康服务平台，产品有数字化病房、医生移动工作站等。
车语传媒AutoRadio,文化娱乐,平台：WEB,坐标：北京市,官网：autoradio.cn,成立时间：不详,"C轮,2亿,人民币,融资完成",立即认领,运营状态：正在运营,汽车后服务,车语传媒专注于广播和电台服务，旗下有电台汽车节目联播网《爱车天天汇》、爱听网、考拉FM等。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@075605.jpg,http://www.newseed.cn/project/22741,北京车语文化传媒有限公司,考拉FM是一个移动互联网时代的个性化手机电台，北京车语传媒旗下。
AdMaster精硕科技,生活消费,平台：WEB,坐标：北京市,官网：www.admaster.com.cn,成立时间：2006-10,"C轮,2438万,美元,融资完成",立即认领,运营状态：正在运营,广告营销大数据,AdMaster(精硕科技)是一家第三方数字广告效果监测和优化服务商，是一家独立的第三方大数据提供商，也是一个DMP（大数据管理平台）平台。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@012145.jpg,http://www.newseed.cn/project/18731,精硕世纪科技（北京）有限公司,AdMaster(精硕科技)是一家第三方数字广告效果监测和优化服务商，是一家独立的第三方大数据提供商，也是一个DMP（大数据管理平台）平台。
PP租车,汽车交通,平台：WEB,坐标：北京市,官网：www.ppzuche.com,成立时间：2013-10,"C轮,5亿,人民币,融资完成",立即认领,运营状态：正在运营,,PP租车是一个P2P在线租车服务平台，车主可以将爱车的空闲时段出租获得收入；租客则可以按小时低价租用附近的车辆，爱车汇（北京）科技有限责任公司旗下产品。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@014232.jpg,http://www.newseed.cn/project/19765,爱车汇（北京）科技有限责任公司,"PP租车隶属于爱车汇（北京）科技有限责任公司，是一家P2P在线租车平台。PP租车是一个基于互联网技术的便捷的汽车共享平台，为乐于共享爱车的车主提供通过出租爱车带来的可观收益,让爱车的闲置时间变成现金的服务。同时，PP租车为有租车需求的用户提供便捷、低价的就近租车服务。2012年5月，PP租车于新加坡开始筹备运营。2013年8月，PP租车团队在中国大陆成功推行PP租车平台。"
OKcoin比特币,房产金融,平台：WEB,坐标：北京市,官网：www.okcoin.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,OKCoin.com，一个面向全球的比特币交易平台，采用SSL、冷存储、gslb等先进技术确保交易的安全、稳定、快捷。北京乐酷达网络科技有限公司旗下产品。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@021450.jpg,http://www.newseed.cn/project/26507,北京乐酷达网络科技有限公司,OKCoin.com，一个面向全球的比特币交易平台，采用SSL、冷存储、gslb等先进技术确保交易的安全、稳定、快捷。北京乐酷达网络科技有限公司旗下产品。
UnitedStack优思得,企业服务,平台：WEB,坐标：北京市,官网：www.ustack.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,UnitedStack（优思得）是一家OpenStack开源云计算公司，为企业和云服务商提供基于OpenStack的产品和开源服务。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@044121.jpg,http://www.newseed.cn/project/28311,UNITEDSTACK（北京）科技有限公司,UnitedStack成立于2013年2月，是中国最专业的OpenStack开源云计算公司，公司员工超过100人。 UnitedStack公司在中国云计算领域第一个提供公有云和托管私有云区域节点完全一致的高可靠OpenStack平台UOS，该平台集中了弹性计算、分布式块存储和软件定义网络(SDN)等IaaS核心技术和能力，以秒级部署、在线迁移等独创功能，为中国云计算市场带来新一代安全、可靠、高性能的基础设施云环境。 UnitedStack目前是中国市场重要的混合云提供商。目前，其云服务在互联网、能源、金融、制造等行业获得了用户的高度认可。
